Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Taka-lyötty	1h+kk+s+parv.	kt	3600	125000	3472	2011	2/5	on	hyvä	C2013
Taka-lyötty	1h, kk, s	kt	3700	122000	3297	2010	5/5	on	hyvä	A
Karjasilta	1h+k	kt	3200	65000	2031	1957	1/2	ei	hyvä	C2018
Karjasilta	1h+k	kt	3600	69000	1917	1951	3/3	ei	tyyd.	D2007
Karjasilta	1h,k,kph/wc	kt	3100	46000	1484	1954	2/2	ei	hyvä	B2007
Taka-lyötty	2h,k,kh,sa,vh +...	kt	5300	162000	3057	2003	4/4	on		B2013
Karjasilta	2h+k	kt	5500	140000	2545	1953	2/3	ei	hyvä	D2007
Karjasilta	2h, k, kph	kt	4300	68000	1581	1957	2/2	ei	hyvä	C2013
Karjasilta	3h, k, kph, vh,...	kt	7000	165000	2357	1955	2/3	ei	hyvä	D2007
Taka-lyötty	3h, k, s	kt	6850	241975	3532	2012	5/5	on	hyvä	C2013
Karjasilta	3h,kt,s	kt	6900	224000	3246	2015	1/3	on	hyvä	B2007
Etu-nokela	3h, k	kt	6850	95000	1387	1963	3/3	on	hyvä	G
Karjasilta	5h, tkh/khh, k,...	ok	11150	312000	2798	1949	-1/3	ei	hyvä	
Karjasilta	4h,kt,s	rt	8600	275000	3198	2015	1/2	ei	hyvä	B2007
Karjasilta	Oh,k,rkt,2mh,sa...	ok	8700	115000	1322	1947		ei	tyyd.	
Karjasilta	5h,kt,s	rt	10800	347000	3213	2015	1/2	ei	hyvä	B2007
Karjasilta	3mh, oh, k, kph...	rt	7790	65000	834	1948	-1/2	ei	tyyd.	
Karjasilta	4h, k, s, eril....	ok	12100	95000	785	1949		ei	huono	
